"dataset","matrix_name","dataset_id","gene_name","gene_id","ML_model_code","ML_best_model","ML_alisim_model","ML_logl","ML_unconstrained_logl","ML_numFreeParams","ML_BIC","ML_tree_length","ML_sumInternalBL","CTEN_LogL","CTEN_Unconstrained_LogL","CTEN_NumFreeParams","CTEN_BIC","CTEN_TreeLength","CTEN_SumInternalBL","PORI_LogL","PORI_Unconstrained_LogL","PORI_NumFreeParams","PORI_BIC","PORI_TreeLength","PORI_SumInternalBL","CTEN_PORI_LogL","CTEN_PORI_Unconstrained_LogL","CTEN_PORI_NumFreeParams","CTEN_PORI_BIC","CTEN_PORI_TreeLength","CTEN_PORI_SumInternalBL"
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0413","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0413","LG","LG+I+R5","LG+I{0.0438528}+R5{0.185938,0.106361,0.28444,0.496446,0.329744,1.15616,0.127795,2.4147,0.0282301,5.28473}",-12053.3685,-1411.6359,168,25037.6693,22.1329,8.6047,-12064.7441,-1411.6359,159,25010.5491,22.2302,8.5418,-12060.8174,-1411.6359,159,25002.6958,22.1619,8.6749,-12061.2883,-1411.6359,159,25003.6375,22.0476,8.639
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0414","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0414","Q.yeast","Q.yeast+F+R5","Q.yeast+F+R5{0.165013,0.0738159,0.323052,0.393269,0.234244,0.834381,0.20732,1.83306,0.0703723,4.0541}",-13995.41,-1419.5654,168,28922.4098,24.8766,8.5938,-14009.3648,-1419.5654,160,28905.958,24.4361,8.5684,-14007.7383,-1419.5654,160,28902.705,24.3425,8.5302,-14009.1518,-1419.5654,160,28905.5319,24.4383,8.565
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0415","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0415","Q.yeast","Q.yeast+G4","Q.yeast+G4{0.519688}",-2767.9582,-403.5966,136,6147.8905,15.6644,5.9807,-2767.6841,-403.5966,135,6142.8424,15.7677,6.1248,-2772.9255,-403.5966,135,6153.3252,15.9027,6.1337,-2774.0575,-403.5966,135,6155.5894,15.5695,6.0693
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0416","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0416","Q.insect","Q.insect+I+G4","Q.insect+I{0.0604355}+G4{1.41003}",-5999.9927,-443.747,139,12635.8703,19.6331,6.5355,-6006.0342,-443.747,137,12638.8039,19.7098,6.4659,-6006.0982,-443.747,137,12638.9318,19.7278,6.4832,-6006.0981,-443.747,137,12638.9316,19.7272,6.4831
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0417","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0417","Q.insect","Q.insect+R4","Q.insect+R4{0.12769,0.140817,0.501266,0.569575,0.275669,1.31709,0.095374,3.49602}",-10061.4656,-1406.4829,115,20759.7247,15.6408,6.5108,-10068.2416,-1406.4829,109,20740.0526,15.6088,6.6844,-10069.033,-1406.4829,109,20741.6355,15.564,6.5749,-10068.2949,-1406.4829,109,20740.1593,15.5559,6.6711
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0418","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0418","Q.insect","Q.insect+R5","Q.insect+R5{0.269969,0.111378,0.327199,0.518266,0.199606,1.23078,0.165858,2.32381,0.0373672,4.52972}",-18201.555,-2160.3638,145,37258.9918,19.0789,5.6709,-18209.2526,-2160.3638,137,37227.166,19.3289,5.7178,-18211.1634,-2160.3638,137,37230.9877,19.1556,5.6939,-18209.6498,-2160.3638,137,37227.9603,19.3107,5.7233
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0419","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0419","Q.insect","Q.insect+I+G4","Q.insect+I{0.054991}+G4{1.4273}",-15813.5932,-1504.9774,167,32561.5032,22.5303,7.5134,-15818.3654,-1504.9774,165,32559.8581,22.485,7.4343,-15822.4918,-1504.9774,165,32568.1111,22.4824,7.4462,-15821.1505,-1504.9774,165,32565.4284,22.4535,7.4363
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0420","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0420","Q.insect","Q.insect+I+G4","Q.insect+I{0.151857}+G4{1.08782}",-10601.8515,-1309.2849,141,21976.473,16.526,6.4689,-10609.1778,-1309.2849,139,21980.1644,16.42,6.6033,-10615.6215,-1309.2849,139,21993.0518,16.3113,6.6199,-10613.3608,-1309.2849,139,21988.5304,16.2787,6.4971
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0421","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0421","Q.insect","Q.insect+I+G4","Q.insect+I{0.0815622}+G4{0.76631}",-6618.7877,-591.8987,129,13858.3472,26.2965,9.4776,-6627.2328,-591.8987,127,13865.6131,26.74,9.593,-6628.975,-591.8987,127,13869.0974,27.0364,9.8308,-6623.2719,-591.8987,127,13857.6912,20.1507,7.1416
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0422","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0422","Q.insect","Q.insect+R5","Q.insect+R5{0.135007,0.0532374,0.301024,0.319369,0.274097,0.938699,0.252606,1.90528,0.037266,4.24236}",-17986.7584,-2002.3415,159,36901.7159,15.9681,6.1352,-17986.9106,-2002.3415,151,36855.3184,15.8852,6.1541,-17994.4487,-2002.3415,151,36870.3948,15.9692,6.1531,-17994.4487,-2002.3415,151,36870.3948,15.9641,6.1513
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0423","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0423","Q.insect","Q.insect+I+G4","Q.insect+I{0.0367344}+G4{1.19804}",-18097.2133,-1839.096,151,37064.9704,25.165,8.937,-18108.6766,-1839.096,149,37076.3667,25.3314,9.0653,-18107.4442,-1839.096,149,37073.9019,25.3873,9.0664,-18104.1337,-1839.096,149,37067.2809,25.2421,8.9979
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0424","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0424","Q.insect","Q.insect+I+G4","Q.insect+I{0.0555586}+G4{1.49732}",-12855.977,-1234.595,141,26477.4917,22.1283,6.1185,-12873.902,-1234.595,139,26502.483,22.4465,6.1906,-12873.2299,-1234.595,139,26501.1389,22.5328,6.2254,-12876.3407,-1234.595,139,26507.3605,22.7136,6.2591
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0425","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0425","Q.pfam","Q.pfam+G4","Q.pfam+G4{1.56622}",-12428.2381,-879.2245,170,25730.5589,26.6165,8.2735,-12451.7425,-879.2245,169,25772.4261,26.1507,8.3585,-12456.1354,-879.2245,169,25781.212,26.9725,8.6992,-12460.2819,-879.2245,169,25789.505,26.8584,8.7746
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0426","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0426","Q.pfam","Q.pfam+I+G4","Q.pfam+I{0.207564}+G4{0.965076}",-14504.3237,-1762.7614,137,29794.1151,13.4295,4.535,-14516.5851,-1762.7614,135,29807.1713,13.6838,4.7635,-14516.5866,-1762.7614,135,29807.1742,13.7055,4.7708,-14516.5848,-1762.7614,135,29807.1707,13.6502,4.7523
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0427","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0427","Q.insect","Q.insect+R5","Q.insect+R5{0.12261,0.0538571,0.261529,0.37076,0.39993,1.0147,0.16842,1.96273,0.0475118,3.36883}",-14821.3534,-1275.1588,161,30521.0134,19.8374,7.3151,-14829.5789,-1275.1588,153,30493.8219,19.6158,7.3114,-14840.3621,-1275.1588,153,30515.3884,19.7896,7.3392,-14840.2427,-1275.1588,153,30515.1496,19.7936,7.3394
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0428","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0428","Q.yeast","Q.yeast+F+I+G4","Q.yeast+F+I{0.210589}+G4{0.945123}",-7751.3841,-1096.4181,158,16345.3377,10.615,3.4916,-7770.3935,-1096.4181,156,16372.6912,10.6189,3.5098,-7788.9293,-1096.4181,156,16409.7626,10.9409,3.6365,-7788.9294,-1096.4181,156,16409.7628,10.9412,3.6367
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0429","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0429","Q.insect","Q.insect+R5","Q.insect+R5{0.325203,0.0335917,0.165051,0.320601,0.283798,1.0377,0.204812,2.44162,0.0211362,6.69894}",-12568.1448,-1401.9318,165,26050.5981,16.8952,5.2161,-12578.3728,-1401.9318,157,26026.7239,16.9693,5.3421,-12586.2567,-1401.9318,157,26042.4918,17.0207,5.379,-12586.2567,-1401.9318,157,26042.4918,17.0206,5.379
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0430","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0430","LG","LG+I+R4","LG+I{0.237698}+R4{0.323151,0.25308,0.23641,1.0896,0.177645,2.71601,0.0250967,7.09815}",-5836.3874,-850.5986,162,12502.8569,9.0864,3.2126,-5852.92,-850.5986,155,12500.0544,8.6468,3.0906,-5853.7586,-850.5986,155,12501.7316,9.0303,3.2246,-5850.2464,-850.5986,155,12494.7071,9.2403,3.317
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0431","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0431","Q.insect","Q.insect+R4","Q.insect+R4{0.264315,0.07569,0.319211,0.552278,0.353112,1.59448,0.0633631,3.79829}",-17018.5225,-2426.4425,173,35076.144,16.0892,4.9196,-17028.8254,-2426.4425,167,35060.7117,16.165,4.8964,-17027.8099,-2426.4425,167,35058.6807,16.2586,4.9356,-17029.1273,-2426.4425,167,35061.3156,16.1817,4.9068
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0432","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0432","Q.insect","Q.insect+I+G4","Q.insect+I{0.0952135}+G4{1.54656}",-6785.1602,-715.6531,143,14281.0038,19.8292,6.8845,-6795.0233,-715.6531,141,14290.7903,19.7167,6.7137,-6798.1492,-715.6531,141,14297.042,19.969,6.9726,-6798.1491,-715.6531,141,14297.042,19.9595,6.9693
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0433","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0433","Q.insect","Q.insect+G4","Q.insect+G4{1.00891}",-5402.9056,-568.7157,96,11264.607,17.7198,5.0216,-5426.8193,-568.7157,95,11307.6552,18.2027,5.377,-5430.0944,-568.7157,95,11314.2056,18.6494,5.6158,-5429.9513,-568.7157,95,11313.9193,18.5579,5.5687
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0434","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0434","Q.insect","Q.insect+I+G4","Q.insect+I{0.0300238}+G4{1.23031}",-23810.2511,-2784.7353,149,48532.4266,23.8068,6.9408,-23821.4578,-2784.7353,147,48542.5993,23.4116,7.526,-23822.0986,-2784.7353,147,48543.8809,23.4664,7.5396,-23822.4317,-2784.7353,147,48544.5472,23.4728,7.5394
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0435","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0435","Q.insect","Q.insect+I+R4","Q.insect+I{0.0703782}+R4{0.330031,0.195317,0.355483,0.807816,0.157694,1.81716,0.0864136,4.18706}",-9881.0507,-1351.539,166,20675.9865,12.2671,4.7685,-9894.1842,-1351.539,159,20663.7161,12.3617,4.7844,-9894.477,-1351.539,159,20664.3017,12.3956,4.8062,-9894.4769,-1351.539,159,20664.3015,12.3957,4.8063
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0436","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0436","LG","LG+I+G4","LG+I{0.0496648}+G4{1.39476}",-9932.5864,-1199.3944,133,20583.7288,17.502,7.3911,-9946.0073,-1199.3944,131,20599.7654,17.676,7.4313,-9947.0972,-1199.3944,131,20601.9451,17.727,7.438,-9949.3208,-1199.3944,131,20606.3924,17.8774,7.5111
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0437","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0437","Q.insect","Q.insect+I+G4","Q.insect+I{0.0551162}+G4{1.17043}",-18168.8043,-1674.8851,167,37287.3335,20.7631,6.4864,-18179.6682,-1674.8851,165,37297.6874,20.7686,6.5253,-18179.4217,-1674.8851,165,37297.1943,20.8949,6.4705,-18184.4029,-1674.8851,165,37307.1567,20.8675,6.6755
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0438","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0438","Q.insect","Q.insect+R5","Q.insect+R5{0.171831,0.0383913,0.202462,0.357545,0.228314,0.78372,0.29891,1.51107,0.0984825,2.94879}",-18116.3457,-1649.5508,159,37134.7499,21.7059,6.6288,-18128.4485,-1649.5508,151,37113.5689,21.6595,6.6556,-18128.6204,-1649.5508,151,37113.9127,21.6348,6.6562,-18128.7828,-1649.5508,151,37114.2375,21.6468,6.6633
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0439","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0439","mtZOA","mtZOA+I+R4","mtZOA+I{0.0851054}+R4{0.396745,0.202334,0.265765,0.76648,0.187125,1.99201,0.0652592,5.26004}",-6720.6718,-738.2011,150,14190.9255,16.0841,5.9262,-6732.1189,-738.2011,143,14178.8391,16.8758,6.2488,-6731.7012,-738.2011,143,14178.0038,16.4392,6.3,-6732.8313,-738.2011,143,14180.2639,15.9201,5.9723
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0440","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0440","Q.insect","Q.insect+I+G4","Q.insect+I{0.133236}+G4{0.958297}",-22658.3989,-3122.8884,161,46318.3128,19.743,5.9163,-22663.7655,-3122.8884,159,46316.6049,19.8124,6.0053,-22672.7028,-3122.8884,159,46334.4795,19.7598,6.0637,-22666.6927,-3122.8884,159,46322.4591,19.7266,6.0461
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0441","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0441","Q.yeast","Q.yeast+I+G4","Q.yeast+I{0.130028}+G4{0.856334}",-4220.1009,-457.7444,125,9015.8481,14.0633,5.1263,-4227.1833,-457.7444,123,9020.8026,13.9737,5.2098,-4227.9552,-457.7444,123,9022.3463,13.9964,5.3039,-4228.3597,-457.7444,123,9023.1553,13.9277,5.2673
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0442","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0442","Q.insect","Q.insect+I+G4","Q.insect+I{0.0488962}+G4{1.07765}",-13075.2849,-1418.1791,145,26954.6205,21.0527,7.2221,-13089.643,-1418.1791,143,26972.2464,21.1675,7.2474,-13081.978,-1418.1791,143,26956.9164,20.9689,7.1093,-13088.1439,-1418.1791,143,26969.2482,21.1086,7.2074
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0443","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0443","Q.insect","Q.insect+I+G4","Q.insect+I{0.0654922}+G4{1.38565}",-11760.4983,-1569.7218,129,24247.4228,16.6526,5.3752,-11762.795,-1569.7218,127,24240.7539,16.574,5.343,-11765.8021,-1569.7218,127,24246.7682,16.6881,5.4016,-11768.5853,-1569.7218,127,24252.3344,16.7095,5.4098
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0444","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0444","Q.insect","Q.insect+I+R5","Q.insect+I{0.0461009}+R5{0.26703,0.136456,0.264075,0.491152,0.25853,1.17453,0.132496,2.6021,0.0317682,5.83737}",-15451.0196,-1852.6326,176,31917.8129,18.0211,7.1714,-15464.6521,-1852.6326,167,31893.1348,17.9624,7.2789,-15462.2248,-1852.6326,167,31888.2803,17.8446,7.2275,-15467.9255,-1852.6326,167,31899.6816,17.7339,7.254
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0445","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0445","LG","LG+I+G4","LG+I{0.234241}+G4{0.868217}",-14373.9053,-2106.7474,121,29460.3649,13.9369,4.4986,-14382.936,-2106.7474,119,29466.6485,14.1716,4.4087,-14381.0815,-2106.7474,119,29462.9394,14.2027,4.3966,-14381.1326,-2106.7474,119,29463.0417,14.1114,4.3659
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0446","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0446","Q.insect","Q.insect+R5","Q.insect+R5{0.215194,0.0900177,0.283224,0.52661,0.315977,1.18495,0.157291,2.17104,0.0283142,4.08204}",-19713.8064,-2192.1384,151,40320.9593,17.9477,6.3563,-19713.8023,-2192.1384,143,40273.6214,17.8932,6.3386,-19716.1351,-2192.1384,143,40278.2872,17.8846,6.3356,-19716.1087,-2192.1384,143,40278.2344,17.9051,6.3358
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0447","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0447","Q.insect","Q.insect+R5","Q.insect+R5{0.343055,0.0433062,0.241265,0.432753,0.204128,1.14507,0.153893,2.4545,0.057659,4.66993}",-22790.9497,-3104.3808,179,46695.7406,11.4943,3.4576,-22826.1242,-3104.3808,171,46716.309,11.3116,3.409,-22829.718,-3104.3808,171,46723.4964,11.3043,3.4221,-22829.7185,-3104.3808,171,46723.4976,11.2972,3.4198
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0448","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0448","Q.pfam","Q.pfam+I+G4","Q.pfam+I{0.098453}+G4{1.14172}",-8203.2441,-822.8043,145,17144.1898,19.3347,5.5069,-8215.2677,-822.8043,143,17158.0617,19.2535,5.5894,-8215.6186,-822.8043,143,17158.7634,19.4155,5.5353,-8215.2671,-822.8043,143,17158.0604,19.1236,5.6976
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0449","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0449","Q.insect","Q.insect+I+R5","Q.insect+I{0.102571}+R5{0.194706,0.180723,0.194335,0.565826,0.293092,1.11145,0.169902,2.08986,0.0453941,3.83364}",-20540.9823,-2081.8292,166,42056.7361,16.8648,5.2951,-20561.205,-2081.8292,157,42044.3326,16.9494,5.3854,-20560.8767,-2081.8292,157,42043.6759,16.9341,5.378,-20563.2468,-2081.8292,157,42048.4161,17.1162,5.3947
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0450","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0450","Q.insect","Q.insect+I+G4","Q.insect+I{0.0817171}+G4{1.17293}",-9344.5044,-1164.6651,111,19286.1773,13.9787,4.474,-9345.7063,-1164.6651,109,19277.8214,13.9597,4.5008,-9345.1278,-1164.6651,109,19276.6643,13.9679,4.5214,-9345.4168,-1164.6651,109,19277.2424,13.9448,4.4951
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0451","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0451","Q.insect","Q.insect+I+R4","Q.insect+I{0.0348784}+R4{0.145819,0.188406,0.389061,0.571924,0.322119,1.30705,0.108122,3.04275}",-14269.8716,-1798.5616,130,29286.7497,18.1636,5.932,-14274.7128,-1798.5616,123,29256.2085,18.0287,6.0168,-14279.9671,-1798.5616,123,29266.7173,18.0953,6.0644,-14272.2973,-1798.5616,123,29251.3776,18.1151,5.9837
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0452","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0452","Q.insect","Q.insect+I+G4","Q.insect+I{0.0448383}+G4{1.05668}",-14451.7655,-1557.8528,147,29730.2615,25.4264,7.1346,-14460.9326,-1557.8528,145,29737.3477,25.4351,6.5592,-14464.8184,-1557.8528,145,29745.1193,25.4978,7.0586,-14457.9326,-1557.8528,145,29731.3478,26.3384,6.9517
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0453","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0453","LG","LG+I+G4","LG+I{0.0485283}+G4{1.48743}",-21251.4898,-2490.0264,139,43340.5751,21.2132,6.2593,-21261.9137,-2490.0264,137,43349.371,21.2896,6.1611,-21263.825,-2490.0264,137,43353.1936,21.0097,6.1735,-21262.913,-2490.0264,137,43351.3696,21.3563,6.2647
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0454","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0454","LG","LG+I+G4","LG+I{0.116334}+G4{0.965893}",-10949.7298,-1205.2772,135,22630.0318,20.6298,4.8954,-10979.0138,-1205.2772,133,22677.7764,21.822,4.933,-10978.4057,-1205.2772,133,22676.5604,21.5405,5.2148,-10986.0403,-1205.2772,133,22691.8295,21.5018,5.2997
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0455","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0455","Q.insect","Q.insect+I+G4","Q.insect+I{0.0851754}+G4{1.11188}",-15058.2742,-1843.0901,151,30987.5649,17.9388,5.7703,-15075.3077,-1843.0901,149,31010.0952,17.7949,5.9006,-15074.1923,-1843.0901,149,31007.8643,17.825,6.0521,-15075.3076,-1843.0901,149,31010.095,17.7952,5.9007
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0456","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0456","Q.yeast","Q.yeast+R5","Q.yeast+R5{0.265881,0.0211183,0.18277,0.204442,0.20232,0.680828,0.216989,1.78658,0.132039,3.26877}",-12359.1497,-1116.582,191,25740.5042,16.2715,5.6022,-12369.1841,-1116.582,183,25717.7582,16.6536,5.6595,-12378.319,-1116.582,183,25736.0281,16.3855,5.6841,-12382.275,-1116.582,183,25743.94,16.7225,5.6432
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0457","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0457","LG","LG+I+G4","LG+I{0.181662}+G4{0.625586}",-4302.1048,-462.0432,167,9376.5801,17.5865,7.6051,-4313.2915,-462.0432,165,9389.7035,18.0566,7.6426,-4313.1461,-462.0432,165,9389.4127,17.8495,7.6824,-4314.0147,-462.0432,165,9391.15,18.1603,7.8337
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0458","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0458","Q.insect","Q.insect+I+R4","Q.insect+I{0.038171}+R4{0.222036,0.149983,0.380276,0.674748,0.280577,1.58083,0.0789407,3.37677}",-23622.138,-2705.1598,154,48183.0329,20.2871,7.2821,-23646.6802,-2705.1598,147,48189.4466,20.4502,7.4276,-23651.3297,-2705.1598,147,48198.7456,20.3986,7.4747,-23650.4671,-2705.1598,147,48197.0204,20.3803,7.4615
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0459","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0459","Q.insect","Q.insect+I+G4","Q.insect+I{0.132308}+G4{1.06669}",-11718.5355,-1470.6643,131,24167.5203,15.5466,4.3329,-11728.7451,-1470.6643,129,24176.7877,15.656,4.3174,-11729.4773,-1470.6643,129,24178.252,15.7374,4.3877,-11732.8965,-1470.6643,129,24185.0904,15.7186,4.3874
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0460","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0460","LG","LG+I+G4","LG+I{0.162109}+G4{1.32923}",-10654.1281,-883.9828,159,22126.7078,21.4564,6.4009,-10718.2055,-883.9828,157,22244.5677,23.525,6.87,-10718.772,-883.9828,157,22245.7005,24.916,7.4416,-10714.7784,-883.9828,157,22237.7134,25.2594,7.7092
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0461","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0461","LG","LG+I+R4","LG+I{0.244598}+R4{0.299394,0.190098,0.242482,1.08525,0.14642,2.54379,0.0671062,4.58184}",-14767.345,-2235.4468,172,30557.3024,8.5556,2.9976,-14788.0686,-2235.4468,165,30557.1317,8.4614,2.9582,-14789.9492,-2235.4468,165,30560.8928,8.434,2.9705,-14785.8753,-2235.4468,165,30552.745,8.5202,2.9756
"Simion2017","supermatrix_97sp_401632pos_1719genes","Simion2017.supermatrix_97sp_401632pos_1719genes","gene_0462","Simion2017.supermatrix_97sp_401632pos_1719genes.gene_0462","LG","LG+I+G4","LG+I{0.02423}+G4{1.69927}",-9142.5776,-751.5953,165,19111.91,24.8055,8.1023,-9156.1564,-751.5953,163,19129.0464,24.5412,8.2073,-9147.9919,-751.5953,163,19112.7173,24.2482,7.8996,-9150.7184,-751.5953,163,19118.1703,24.1811,8.1399
